id,post_url,content,posted_on
pfbid02i9AU4uWLwJwxCoKwNFfgYX9x8cRQBdFxmirjgKKUHLE92S6HjhzP6TMSturhunK5l,https://www.facebook.com/techbasevietnam/posts/pfbid02i9AU4uWLwJwxCoKwNFfgYX9x8cRQBdFxmirjgKKUHLE92S6HjhzP6TMSturhunK5l," ĐỪNG ĐỂ CON SỐ ĐÁNH LỪA BẠN Bạn nghĩ là số mấy? ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-12-06T00:00:00
pfbid035fDYkzcnLvG5AN3zQkhZeKJqaJe8hMDbCmajFyqfsvFaZNpLBgb3WptZp2gn6tYbl,https://www.facebook.com/techbasevietnam/posts/pfbid035fDYkzcnLvG5AN3zQkhZeKJqaJe8hMDbCmajFyqfsvFaZNpLBgb3WptZp2gn6tYbl,"Lần đầu tiên ...thanh long đến với Techbase Vietnam ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-12-01T00:00:00
pfbid0d5pstXYkvuecwAHkHsNx5tUCcjPHqTTvEK5B7VQfRTn9f6kovZbw5zqg1UJj79Mal,https://www.facebook.com/techbasevietnam/posts/pfbid0d5pstXYkvuecwAHkHsNx5tUCcjPHqTTvEK5B7VQfRTn9f6kovZbw5zqg1UJj79Mal," NGÀY HỘI VIỆC LÀM ĐẠI HỌC CẦN THƠ 2023 Đều đặn hai lần mỗi năm, Techbase Vietnam lại sắp sửa đem đến thật nhiều cơ hội nghề nghiệp cũng như thật nhiều phần quà cho sinh viên Đại học Cần Thơ vào ngày 09/12/2023 sắp tới.Cùng với chuỗi sự kiện  ""Unlock your future""  tụi mình mong muốn không chỉ giúp bạn mở khóa tương lai, mà còn giúp bạn nắm bắt ước mơ của mình.Bên cạnh đó, siêu sự kiện cuối năm này hứa hẹn sẽ mang đến cho các bạn sinh viên vô vàn những trải nghiệm thú vị và quyền lợi hấp dẫn như: Tích lũy nhiều cơ hội việc làm và thông tin về chương trình thực tập hè 2024 Được sửa CV trực tiếp và định hướng ngành học, cơ hội việc làm cho sinh viên. Tham gia vào những trò chơi đặc sắc từ gian hàng Techbase Vietnam. Và rất nhiều phần  quà dành cho các bạn sinh viên tham dự tại sự kiện.Còn chần chừ gì nữa mà không nhanh tay rủ ngay hội bạn cùng click vào đường link dưới đây để không bỏ lỡ Ngày hội việc làm tại Đại học Cần Thơ ngày 09/12/2023 này!--- Thời gian: 8h00 - 12h30, ngày 09/12/2023 (Thứ bảy) Địa điểm: Trường Đại học Cần Thơ, khu II, đường 3/2, thành phố Cần Thơ Link tham gia: https://forms.gle/bwr29sFbPymVB8dPA---///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-11-29T00:00:00
pfbid0YNumhJ74mvtTK9KHBXKzA9iWyYrkubPzUW42ZBJmLNWxLZ7iaCZGiJefzSpnYkDbl,https://www.facebook.com/techbasevietnam/posts/pfbid0YNumhJ74mvtTK9KHBXKzA9iWyYrkubPzUW42ZBJmLNWxLZ7iaCZGiJefzSpnYkDbl,"Tỉnh lại đi em êy, mai là thứ hai rồi ",2023-11-26T00:00:00
pfbid02F3QqJsip16uGPA9MWRrdd5WFsoFSEyWWQxAiDho5cJxFPaVpVA5ijJd4HcddySFAl,https://www.facebook.com/techbasevietnam/posts/pfbid02F3QqJsip16uGPA9MWRrdd5WFsoFSEyWWQxAiDho5cJxFPaVpVA5ijJd4HcddySFAl,"Trung bình nơi làm việc tại Techbase Vietnam https://vt.tiktok.com/ZSNug4gyg////TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-11-24T00:00:00
pfbid02qPQR6mj7JeV7SzLixxKyke3onofYJoriVQkWCVFYsJrrtMsLxenSbaAaMsDiuVuJl,https://www.facebook.com/techbasevietnam/posts/pfbid02qPQR6mj7JeV7SzLixxKyke3onofYJoriVQkWCVFYsJrrtMsLxenSbaAaMsDiuVuJl,"Với một chút se se lạnh của những tháng cuối năm, Techbase Vietnam lại có dịp ghé thăm Quý Thầy Cô cùng các bạn sinh viên tại Đại học Tôn Đức Thắng và mang đến sự kiện ""Agile and Scrum Seminar"" - nằm trong chuỗi hoạt động triển khai đào tạo ở các trường đại học Thông qua các hoạt động teamwork sôi động, vừa học vừa chơi vô cùng thú vị, chắc hẳn các bạn sinh viên lại có dịp cùng nhau mở mang thêm kiến thức mới về khái niệm Agile - Scrum. Tại đây, tất cả mọi người cùng giao lưu, trao đổi, cùng sáng tạo để nâng cao thêm giá trị của bản thân vào tạo thêm cùng nhau những kỉ niệm thật đẹp tại nơi giảng đường Techbase Vietnam chân thành cảm ơn Quý Thầy Cô cùng các bạn sinh viên tại đại học Tôn Đức Thắng đã đồng hành và hỗ trợ Techbase Vietnam để tạo nên một buổi seminar đầy niềm vui và ý nghĩa  Hy vọng sẽ có thể tiếp tục giao lưu và tổ chức thêm nhiều sự kiện với các bạn sinh viên của trường trong thời gian sắp tới. Chúc Quý Thầy Cô cùng các bạn sinh viên thật nhiều sức khỏe, nhiệt huyết và thành công trên con đường tương lai phía trước Tụi mình sẽ gặp lại nhau sớm thôi - TDTU nhé ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-11-22T00:00:00
pfbid02QDbM9iBfngcGfSiCQKx8uo9QgjuPzZdNqWh6Qoempcm35XU81aqXGyhw3W6KqF3rl,https://www.facebook.com/techbasevietnam/posts/pfbid02QDbM9iBfngcGfSiCQKx8uo9QgjuPzZdNqWh6Qoempcm35XU81aqXGyhw3W6KqF3rl," BAY CÙNG GITHUB COPILOT Hãng hàng không Techbase Vietnam xin trân trọng giới thiệu với quý hành khách về dịch vụ Github Copilot. Thông qua dịch vụ này, hành khách sẽ có được hình dung tổng quan về lợi ích, rủi ro, các bước tiếp cận về việc ứng dụng công nghệ AI và GitHub Copilot vào công việc. Chúng tôi tin chắc, đây sẽ là công cụ để mở rộng khả năng của các kỹ sư trong tương lai sắp tới.Hãy cùng ổn định chỗ ngồi, thắt dây an toàn và enjoy bài viết dưới đây nhé Chúc các bạn cuối tuần vui vẻ https://www.techbasevn.com/.../bay-cung-github-copilot.html///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-11-17T00:00:00
pfbid0aEvFrVu56FDoRiWVNrGQfMRZirWsPEXA67RNpRx8oJAsnXUfuZnnsDkapSRYNuE3l,https://www.facebook.com/techbasevietnam/posts/pfbid0aEvFrVu56FDoRiWVNrGQfMRZirWsPEXA67RNpRx8oJAsnXUfuZnnsDkapSRYNuE3l," QUICK DE AWARD 2023H2 Với mục đích xây dựng văn hóa chia sẻ kiến thức, trải nghiệm về công nghệ cũng như tạo động lực cho việc tối ưu hóa “QUICK” (một phương châm phát triển lập trình của Techbase Vietnam), Quick de Award mùa cuối cùng của năm 2023 đã được khởi động từ những ngày đầu tháng 09/2023. Sau 3 tháng cùng với 5 team đăng ký tham gia, chủ nhân của giải Rocket , Plane  & Helicopter  đã dần lộ diện với những dự án giúp cải thiện hiệu quả của việc lập trình, nâng cao hiệu suất và giúp các non-engineers có thể tiếp cận dễ dàng hơn với công nghệ AI Cùng với sức sáng tạo, tinh thần tập thể, sự nỗ lực hết mình của các đội cuối cùng đã được đền đáp. Hôm nay, hãy cùng tụi mình nhìn lại những khoảnh khắc  toả sáng  của các đội trong suốt quá trình Quick de Award 2023H2 vừa qua nhé.///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-11-15T00:00:00
pfbid0qrvh34pUgcGnDFnFnL6r9YqoWRkAskaZEq3QpcHTckiyAFuB66DH8Xmj3ZswrWgHl,https://www.facebook.com/techbasevietnam/posts/pfbid0qrvh34pUgcGnDFnFnL6r9YqoWRkAskaZEq3QpcHTckiyAFuB66DH8Xmj3ZswrWgHl,"Chào mừng bạn đến với ""không gian"" SỐNG AN TOÀN TRÊN MẠNG  cùng Techbase Vietnam. Với mong muốn tất cả chúng ta đều hiểu được cách thức hoạt động cũng như cách phòng tránh để bảo vệ được bản thân và người thân xung quanh, hãy cùng tụi mình tìm hiểu loạt bài viết này nhé.Và chủ đề đầu tiên ""Tấn công Phishing"" ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-11-10T00:00:00
pfbid0NjkjjdryXHWrJ2ZZMQv8ujRZnNYM8buwcAkwnoZhBJrAAq3R5JVNjyoErCRt4HZzl,https://www.facebook.com/techbasevietnam/posts/pfbid0NjkjjdryXHWrJ2ZZMQv8ujRZnNYM8buwcAkwnoZhBJrAAq3R5JVNjyoErCRt4HZzl,"Khi bạn gõ password sai tới 3 lần ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-11-08T00:00:00
pfbid0Qj5dyeryt5xoGHkexPHFeA6DaUm412GMcLzygdhkAzGPtogt32hzoodvjQREqMbRl,https://www.facebook.com/techbasevietnam/posts/pfbid0Qj5dyeryt5xoGHkexPHFeA6DaUm412GMcLzygdhkAzGPtogt32hzoodvjQREqMbRl,"THỬ TRÌNH IQTGIF  Tuần báo Techbase Vietnam hân hạnh mang đến chuyên mục ""Hỏi nhanh đáp gọn"" giúp tăng trình IQ. React câu trả lời của bạn  nha.///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-11-03T00:00:00
pfbid02Xy6rmtg2xXTzmy8zrid4EQwLNnG7CLU5bZxizHrfrEvUgdd3GVFZoQmjxpVdigz8l,https://www.facebook.com/techbasevietnam/posts/pfbid02Xy6rmtg2xXTzmy8zrid4EQwLNnG7CLU5bZxizHrfrEvUgdd3GVFZoQmjxpVdigz8l," BÓNG TỐI XUẤT HIỆN VÀO HALLOWEEN TẠI TECHBASE VIETNAM Vào buổi chiều hôm ấy, bóng tối đã xâm chiếm và bao trùm toàn bộ văn phòng TBV Trong không gian Ma Mị ấy  các loài Ma Mỹ (miều)    đã xuất hiện và đưa đến cho TBVers những ""món quà""Và những bí mật trong những ""món quà"" ấy chính là những vật phẩm có thể đánh bại màn đêm u tối trả lại ánh sáng cho văn phòng TBV Hãy cùng nhìn lại về buổi chiều hôm ấy nhé ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-11-01T00:00:00
pfbid0prwEmT49iha6Cpmwbc3tiMgoUpGgHrfQmRxKQFR2RWWZssjGDdYF2JdsUtPpy9nyl,https://www.facebook.com/techbasevietnam/posts/pfbid0prwEmT49iha6Cpmwbc3tiMgoUpGgHrfQmRxKQFR2RWWZssjGDdYF2JdsUtPpy9nyl,"HTTP vs HTTPS hoạt động thế nào?///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh City",2023-10-27T00:00:00
pfbid02PXd33XxA1KJ68pGx6HoSVAojGE5nLKazyXjdwXEzVntzhGprhqSVQiX6UBUiEb4Hl,https://www.facebook.com/techbasevietnam/posts/pfbid02PXd33XxA1KJ68pGx6HoSVAojGE5nLKazyXjdwXEzVntzhGprhqSVQiX6UBUiEb4Hl,Lập trình viên RỚT MẠNG thì làm gì?,2023-10-25T00:00:00
pfbid02SZtQte6QPpHf6K2RrpErzqQCTG2Smh6sXbZDs6YMB9mQrMiQ6no2g2Tv89Khznfal,https://www.facebook.com/techbasevietnam/posts/pfbid02SZtQte6QPpHf6K2RrpErzqQCTG2Smh6sXbZDs6YMB9mQrMiQ6no2g2Tv89Khznfal,"CHÚC MỪNG NGÀY PHỤ NỮ VIỆT NAM 20/10Với những bó hoa cùng những tấm thiệp mừng từ các thành viên nam và từ Công đoàn Techbase Việt Nam (TBV), các bạn nữ TBV thật rạng ngời và toả sáng Thông qua chủ đề ""Chính NỮ"", tụi mình mong muốn không những các bạn nữ tại TBV, mà còn cho tất cả phụ nữ Việt Nam luôn xứng đáng nhận được nhiều tốt đẹp, được tự do lựa chọn cách sống, nói lên quan điểm cá nhân và theo đuổi đam mê của mình. Và sẽ không đóng vai phụ trong câu chuyện của bất kỳ ai, mà là nhân vật chính trong câu chuyện của chính mình.Chúc cho tất cả các bạn nữ của chúng ta luôn tràn đầy sự tự tin, mạnh mẽ và có được sự đột phá trong công việc cũng như cuộc sống.///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-10-20T00:00:00
pfbid02M3TtJn4YiW9GU2MQPT1UyoomLofWU67jURLSG4oH1GwJBP69QGoZUWn1AnLvTUh5l,https://www.facebook.com/techbasevietnam/posts/pfbid02M3TtJn4YiW9GU2MQPT1UyoomLofWU67jURLSG4oH1GwJBP69QGoZUWn1AnLvTUh5l,"Ở Nhật Bản, ngày thứ 2 của tuần thứ hai tháng Mười được gọi là ngày Thể Thao (スポーツの日). Vào ngày này, người dân công chức và các bạn học sinh sinh viên sẽ được nghỉ 01 ngày nhằm tôn vinh tinh thần thể thao đồng thời xây dựng một xã hội khỏe mạnh & tràn đầy sinh khí.Nhân kỷ niệm 50 năm thiết lập quan hệ ngoại giao Việt Nam - Nhật Bản, Hiệp hội Doanh nghiệp Nhật Bản tại TP.HCM (JCCCHVN) đã cùng các đơn vị tài trợ khác cùng nhau tổ chức Hội Thao (運動会 Undō-kai) với tên gọi “JCCH – Sports Day 2023”.  Là một doanh nghiệp thành viên của JCCH, các nhân viên của Techbase Việt Nam (TBV) cũng đã đăng ký tham gia và thử sức với các môn thi đấu như: kéo co, chạy bộ 4km, đá bóng Futsal, nhảy dây tập thể, mắt bão, bóng bàn….Dưới cái nắng dịu nhẹ của tháng 10, không khí của sân vận động luôn nóng hổi bởi tinh thần thi đấu của các “tuyển thủ” là nhân viên của TBV và tiếng reo hò khuấy động cả một góc sân của các “fan cuồng nhiệt”.Đội nhà TBV tuy chưa giành được chiến thắng ở bất kỳ bộ môn nào ^^ nhưng ai ai cũng đều vui vì đã giành chiến thắng trong lòng giới mộ điệu thể thao, đồng thời có được những giây phút thi đấu hào hứng, rộn vang tiếng cười.Chúc cho tất cả mọi người và mọi thành viên TBV luôn có được một sức khoẻ dồi dào và thật nhiều năng lượng như ngày Hội thao hôm đó ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-10-18T00:00:00
pfbid025PpVFe6iswWqS5dLk1LVX8icmA74uLAFg2mX56pt7niCeDrHVvNKrVXip5uXU12pl,https://www.facebook.com/techbasevietnam/posts/pfbid025PpVFe6iswWqS5dLk1LVX8icmA74uLAFg2mX56pt7niCeDrHVvNKrVXip5uXU12pl,"CHỦ NHÂN NGAI VÀNG PING PONG LEAGUE 2023 ĐÃ LỘ DIỆN Trải qua 2 tuần thi đầu đầy căng thẳng với những trận đấu đầy gay cấn và hết mình của các tuyển thủ đến từ ""mọi miền công ty"" thì hôm nay - nhà vô địch đã chính thức được lộ diện với tất cả mọi người Xin chúc mừng Team 4 đã cùng nhau nâng cao Cup vàng và ghi tên mình vào lịch sử bóng bàn của Techbase Vietnam Giải đấu khép lại nhưng những dư âm về những pha bóng giằng co đẹp mắt hay những tiếng hò reo cổ vũ từ khắp nơi  chắc chắn sẽ đọng lại trong lòng người hâm mộ rất rất lâu nữa  BTC xin cảm ơn tất cả những tuyển thủ đã góp phần cho trận đấu diễn ra tốt đẹp  Cảm ơn người hâm mộ khắp mọi nơi đã luôn ủng hộ, dõi theo và hồi hộp theo từng trận đấu cùng những tuyển thủ Hẹn gặp tất cả mọi người ở những giải đấu tiếp theo. Còn bây giờ, hãy cùng ngắm nhìn lại những khoảnh khắc chúng ta đã cùng nhau cháy hết mình nhé ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-10-13T00:00:00
pfbid02fGHq9EGiPSSy6eNrULr4Snnv6h6Vo8TQwdWH979J1HgNb9pyx1P953h4hhDh49E3l,https://www.facebook.com/techbasevietnam/posts/pfbid02fGHq9EGiPSSy6eNrULr4Snnv6h6Vo8TQwdWH979J1HgNb9pyx1P953h4hhDh49E3l,"Đến hẹn lại lên, hôm nay hãy cùng TBV củng cố lại và nâng cao thêm sự hiểu biết của mình về Javascript thông qua câu hỏi sau đây nha. ngay câu trả lời của các bạn phía dưới nhé ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-10-11T00:00:00
pfbid024K8fXJt5zbMoRuhBo1hGpPhif26UrbGRwKvbF91dgN9QUDHBd4yEpXRnCgisPDrKl,https://www.facebook.com/techbasevietnam/posts/pfbid024K8fXJt5zbMoRuhBo1hGpPhif26UrbGRwKvbF91dgN9QUDHBd4yEpXRnCgisPDrKl,"CÁCH CẢI THIỆN CLS Nối tiếp series về CWV thì hôm nay Techbase Việt Nam gửi đến mọi người cách để cải thiện chỉ số CLS cho trang web của mình.Mọi người xem ở hình dưới nhé ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-10-06T00:00:00
pfbid02sgCnbDV4CbivBBgJ7uAhMVVxXPfjcLtwyiMiSNpyejTHzFGVLD7Sjz2AtRzYz7VLl,https://www.facebook.com/techbasevietnam/posts/pfbid02sgCnbDV4CbivBBgJ7uAhMVVxXPfjcLtwyiMiSNpyejTHzFGVLD7Sjz2AtRzYz7VLl,"PING PONG LEAGUE 2023 ĐÃ QUAY TRỞ LẠI Mặc cho ngoài kia điều kiện thời tiết u ám ra sao  với những cơn mưa bất chợt trắng xóa cả bầu trời, thì tại nơi đây - không gian sinh hoạt tập thể Techbase Vietnam vẫn nóng dần lên bởi những trận đấu bóng bàn nằm trong khuôn khổ giải PING PONG LEAGUE 2023Với sự góp mặt của 24 ""tuyển thủ"" đến từ mọi miền ""công ty"" Từ những tay bóng lão làng đã có kinh nghiệm qua nhiều mùa giải cho đến những tay bóng mới nổi và tập luyện ngày đêm hứa hẹn sẽ mang đến những trận đấu vô cùng nảy lửa và tình tiết bất ngờ .Ngôi vô địch cho giải đấu lần này sẽ thuộc về ai?  Hãy nói cho tụi mình biết ""tuyển thủ"" mà các TBVers đang hâm mộ là ai nào? Còn bây giờ, cùng tụi mình ngắm nhìn những ""khoảnh khắc"" của những tuyển thủ được ghi lại từ phóng viên tại hiện trường ngay lúc này nhé ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-10-04T00:00:00
pfbid0o8nmJNKiZoBzafeUoV3yRcfTa8idnafp7VVZeFygey2PKXxMHw5FTfznTittpGqyl,https://www.facebook.com/techbasevietnam/posts/pfbid0o8nmJNKiZoBzafeUoV3yRcfTa8idnafp7VVZeFygey2PKXxMHw5FTfznTittpGqyl," THU KẾT NỐI Ngày 22/09 vừa qua, tại không gian Freespace, những chiếc lồng đèn đủ màu sắc, đủ kích thước – được sáng tạo bởi những thành viên của Techbase- đã“tỏa sáng” dưới ánh đèn vàng qua màn thuyết trình đầy tiếng cười nhưng không kém sức thuyết phục của các team. Các thành viên TBV đã tự tay chuẩn bị dụng cụ, lên ý tưởng, cùng nhau làm nên những chiếc đèn đẹp độc đáo và gửi gắm vào đó rất nhiều tâm tư trong mùa Trung thu đoàn viên và sự kiện sắp tới của nhà Techbase.Dù giữa muôn trùng deadline, ""con bọ""  ...Và dù BTC có đưa ra các yêu cầu ""củ khoai""  đến đâu (lồng đèn phải sử dụng đèn mà không có lửa , lồng đèn phải đảm bảo sáng tạo và có ý nghĩa, thuyết trình trong 2 phút...); cũng không làm khó được người nhà TBV.Và nhân dịp Trung Thu, Techbase Việt Nam chúc các bạn có những giây phút vui vẻ, ấm áp bên gia đình và bạn bè nhé　Hãy cùng tụi mình nhìn lại những hình ảnh ấm áp và vui vẻ của ngày Hội vừa qua nha!!　///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-09-29T00:00:00
pfbid02mWYJUF63x4f1J4QWsjs3bKuEfsRGAMYVJaUSRP6C2npa5WLdpxzBNSfmm36VjcYdl,https://www.facebook.com/techbasevietnam/posts/pfbid02mWYJUF63x4f1J4QWsjs3bKuEfsRGAMYVJaUSRP6C2npa5WLdpxzBNSfmm36VjcYdl,"Từ trò chơi Cân bằng đá đến Tumi-isiBắt nguồn từ việc sắp xếp những viên đá ở bờ sông, thông qua việc chất những viên đá, sắp xếp, trang trí chúng, hay thậm chí là chia nhỏ để xếp chồng lên mà kích thích sự tưởng tượng và cảm quan cân bằng. Dù chỉ là một trò chơi đơn thuần nhưng đó lại là nguồn cảm hứng để Daimon Kanno từ Design office A4 sáng tạo ra bộ đồ chơi mang tên Tumi-isi (積み石, hay còn gọi là Xếp đá), được “trình làng” lần đầu tiên vào Hội chợ Thương mại Quốc tế “Ambiente” năm 2008 và thu hút được sự chú ý của mọi người.Tumi-isi là bộ đồ chơi bao gồm những khối gỗ mang đến sự tương tác và trực quan, mang lại cho bạn cảm giác cân bằng và sáng tạo. Ở phiên bản gốc, từ nguyên liệu cho đến sản xuất đều được làm tại thị trấn Yoshino, thuộc tỉnh Nara, được biết đến là một trong những nơi sản xuất gỗ xuất sắc hàng đầu Nhật Bản. Tumi-isi bao gồm những khối đa diện làm bằng gỗ được phủ sơn hữu cơ, mỗi khối đều được vắt cạnh thủ công để có kích thước và hình dáng khác nhau. Chúng được thiết kế để nuôi dưỡng sự sáng tạo và tính cân bằng của người chơi. Cũng giống như những tảng đá, chúng tái tạo niềm vui của việc xếp đá trên bờ sông không những cho trẻ em mà còn cả người lớn.P/s: Hình xếp đá dưới đây là ""tác phẩm"" của một TBVer đã cần mẫn xếp và cân bằng những viên đá trong chuyến đi Company trip vừa qua. Thật đẹp đúng không ạ ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-09-27T00:00:00
pfbid022zuQKr5PzYmkiRiGaq8dNZ8gLzyFvog23xfrseTS6e2ZeDxqkqwrMbkkEcuJtqBdl,https://www.facebook.com/techbasevietnam/posts/pfbid022zuQKr5PzYmkiRiGaq8dNZ8gLzyFvog23xfrseTS6e2ZeDxqkqwrMbkkEcuJtqBdl,"CÁC CÁCH CẢI THIỆN CHỈ SỐ LCPNối tiếp với bài viết trước về CORE WEB VITALS : https://www.facebook.com/.../pfbid02JbMVzViT8qvcZELVKNP6e... Để có thể cải thiện được LCP thì trước tiên bạn cần xác định nội dung tối đa của trang web bằng cách sử dụng ""Lighthouse"" trong các công cụ dành cho nhà phát triển của Google Chrome.Dưới đây là các cách cải thiện điểm số của LCP. Vẫn còn các bài tiếp theo cho 2 chỉ số còn lại của CWV. Hẹn tất cả mọi người vào nữa bài tiếp theo nha //TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-09-22T00:00:00
pfbid0zAYTCqCao98hgRtxW26jUG94WnS75JJtoNLxBxWwyqzApp3b35EFRio6P44w6SaKl,https://www.facebook.com/techbasevietnam/posts/pfbid0zAYTCqCao98hgRtxW26jUG94WnS75JJtoNLxBxWwyqzApp3b35EFRio6P44w6SaKl,"TRAO QUÀ HACKDAYSau khoảng thời gian chờ đợi, cuối cùng các món quà của cuộc thi HackDay đã có mặt tại Techbase Việt Nam  Chúc mừng 2 đội của TBV, đặt biệt là team ""Out of the box"" với sản phẩm ""Instant photographer"" là một ứng dụng chụp ảnh  thông minh, thông qua AI để hỗ trợ người dùng có một tấm ảnh đẹp đã đạt được giải trong cuộc thi năm nay Hẹn gặp lại các đội vào kỳ thi công nghệ khác nhé ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-09-20T00:00:00
pfbid02Ew5UYMayzqijoHQDhwP8iwQRV8sitJDcaM7F2e4mJn9JGt8jvdfmvjsEss5XZi22l,https://www.facebook.com/techbasevietnam/posts/pfbid02Ew5UYMayzqijoHQDhwP8iwQRV8sitJDcaM7F2e4mJn9JGt8jvdfmvjsEss5XZi22l,"SẢN PHẨM DỰ THI CỦA TBV TẠI SÂN CHƠI HACKDAY 20 HackDay là sân chơi   cho các công ty là thành viên của Yahoo JAPAN trong đó có  Techbase Việt Nam. Tại đây, các thành viên của TBV đã tham gia với 02 sản phẩm là ""BornBot"" và ""Instant photographer"" cả hai sản phẩm đều ứng dụng AI để hỗ trợ tốt hơn cho người dùng.Đối với ""BornBot"" thì đây là một trang web tổng hợp thông tin về nhiều lĩnh vực, đặc biệt chú trọng vào bất động sản   với chức năng tìm kiếm căn nhà phù hợp thông qua hình ảnh. Còn ""Instant photographer"" là một ứng dụng chụp ảnh  thông minh, thông qua AI để hướng dẫn người dùng các bước có một tấm hình đẹp Thông tin chi tiết hơn hẹn mọi người trên Website của Techbase Việt Nam nhé ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-09-15T00:00:00
pfbid02AYWVDwJKyCkJDrpR2HWVqcXjpNR9Y4bzRYSZy1jSxrQBpFa9utxZGsesL3jJrCQKl,https://www.facebook.com/techbasevietnam/posts/pfbid02AYWVDwJKyCkJDrpR2HWVqcXjpNR9Y4bzRYSZy1jSxrQBpFa9utxZGsesL3jJrCQKl," TRĂNG THU LẠI VỀ Những ngày qua, văn phòng Techbase Vietnam cũng đã ngập tràn sắc đỏ và đèn lồng để chuẩn bị cho một cái Tết - Tết giữa mùa thu Nằm trong chuỗi hoạt động mang không khí trung thu về nơi văn phòng, Công đoàn Techbase Vietnam đã nhắn gửi nhiều lới chúc tốt đẹp thông qua những phần bánh trung thu  đến với tất cả thành viên của Techbase Vietnam, mong rằng tất cả mọi người đều có được một mùa Trăng trọn vẹn và ấm áp ///TECHBASE VIETNAMLevel 10, Saigon Centre - Office Tower 2, 67 Le Loi Street, Ben Nghe Ward, District 1, Ho Chi Minh Citywww.techbasevn.com",2023-09-13T00:00:00
